State,City,Avg Rent,Foot Traffic,Avg Income,Competitor Count,Growth Index,Category,Detailed Idea,Investors
West Bengal,Kolkata,18362,34503,44152,29,9.81,Renewable Energy,Solar panel efficiency optimizer,General Catalyst
Tamil Nadu,Coimbatore,62816,23474,174649,33,1.71,Fintech,AI-driven financial advisory platform,Accel Partners
Madhya Pradesh,Indore,56565,17838,153108,23,1.89,Renewable Energy,Solar panel efficiency optimizer,General Catalyst
Tamil Nadu,Coimbatore,16908,30327,83494,25,9.09,Logistics,Last-mile delivery optimization software,Tiger Global
Tamil Nadu,Chennai,61747,4141,83895,28,7.82,Edtech,Gamified learning platform for kids,Blume Ventures
Karnataka,Bangalore,79672,10661,89956,36,3.3,Logistics,Last-mile delivery optimization software,Elevation Capital
Uttar Pradesh,Noida,76033,15330,89290,12,5.6,FoodTech,Subscription-based organic meal plans,Elevation Capital
Madhya Pradesh,Bhopal,80835,12237,41617,11,1.02,FoodTech,Subscription-based organic meal plans,Matrix Partners
Karnataka,Hubli,85151,41101,159638,5,3.45,Real Estate,AI-powered property valuation tool,Matrix Partners
West Bengal,Howrah,96316,15379,67784,1,9.49,E-commerce,Online marketplace for niche products,Lightspeed Ventures
Madhya Pradesh,Indore,62488,28538,81043,33,8.42,Edtech,Gamified learning platform for kids,Y Combinator
Tamil Nadu,Chennai,44574,25472,160896,28,3.55,FoodTech,Subscription-based organic meal plans,Y Combinator
Karnataka,Hubli,29427,31298,23486,11,8.42,SaaS,Cloud-based HR management software,Blume Ventures
Maharashtra,Mumbai,26392,19457,179821,27,4.65,Edtech,Gamified learning platform for kids,Accel Partners
Gujarat,Vadodara,26196,38884,91051,45,5.05,Fintech,AI-driven financial advisory platform,SoftBank
Delhi,New Delhi,10145,46959,33826,2,2.53,SaaS,Cloud-based HR management software,Accel Partners
Tamil Nadu,Chennai,31522,9646,119987,22,1.85,Real Estate,AI-powered property valuation tool,General Catalyst
Maharashtra,Pune,54573,14604,163055,38,5.7,Fintech,AI-driven financial advisory platform,SoftBank
Rajasthan,Jodhpur,23707,47289,126820,42,2.19,Real Estate,AI-powered property valuation tool,Lightspeed Ventures
Karnataka,Bangalore,57666,41552,30724,8,3.71,E-commerce,Online marketplace for niche products,Lightspeed Ventures
Telangana,Warangal,47503,9424,49892,47,9.18,FoodTech,Subscription-based organic meal plans,Y Combinator
Karnataka,Mysore,38645,29004,149237,11,7.64,Logistics,Last-mile delivery optimization software,Blume Ventures
Gujarat,Vadodara,85683,7795,172207,26,5.28,FoodTech,Subscription-based organic meal plans,Lightspeed Ventures
Tamil Nadu,Madurai,99977,1711,183452,11,3.98,FoodTech,Subscription-based organic meal plans,Tiger Global
Maharashtra,Pune,14428,10225,188019,31,8.55,E-commerce,Online marketplace for niche products,Lightspeed Ventures
Madhya Pradesh,Bhopal,80705,7406,139629,24,1.67,Logistics,Last-mile delivery optimization software,General Catalyst
Delhi,New Delhi,16887,43458,132664,40,3.1,Renewable Energy,Solar panel efficiency optimizer,Sequoia Capital
Karnataka,Hubli,22833,35072,74525,25,6.22,Real Estate,AI-powered property valuation tool,Accel Partners
Telangana,Warangal,46953,20972,105590,45,4.42,Real Estate,AI-powered property valuation tool,Y Combinator
Karnataka,Bangalore,14844,41753,40538,24,4.06,Edtech,Gamified learning platform for kids,Sequoia Capital
Tamil Nadu,Madurai,19620,33576,152558,6,2.44,Real Estate,AI-powered property valuation tool,Matrix Partners
Uttar Pradesh,Noida,42326,24478,77356,2,8.64,AI/ML,Predictive analytics for businesses,Tiger Global
West Bengal,Howrah,50342,28628,195777,19,7.88,Healthcare,Telemedicine platform with AI diagnosis,Tiger Global
Telangana,Warangal,71357,18858,159760,6,6.59,AI/ML,Predictive analytics for businesses,Tiger Global
Uttar Pradesh,Lucknow,96824,16942,70096,34,7.62,Healthcare,Telemedicine platform with AI diagnosis,Accel Partners
Tamil Nadu,Madurai,37233,26771,142090,6,7.96,SaaS,Cloud-based HR management software,Y Combinator
Madhya Pradesh,Indore,22351,12753,190471,2,1.63,Healthcare,Telemedicine platform with AI diagnosis,Accel Partners
Madhya Pradesh,Indore,60400,10542,168088,13,2.09,Fintech,AI-driven financial advisory platform,Accel Partners
Uttar Pradesh,Noida,78966,10339,148281,26,2.84,Healthcare,Telemedicine platform with AI diagnosis,Accel Partners
Karnataka,Hubli,89716,9414,30176,20,5.41,Healthcare,Telemedicine platform with AI diagnosis,SoftBank
Gujarat,Ahmedabad,23571,8804,82669,32,9.44,SaaS,Cloud-based HR management software,Accel Partners
Telangana,Warangal,68210,39177,130133,29,4.52,Healthcare,Telemedicine platform with AI diagnosis,Elevation Capital
Telangana,Warangal,11230,30366,106447,30,4.32,Healthcare,Telemedicine platform with AI diagnosis,Sequoia Capital
Gujarat,Surat,41392,42699,174506,49,3.54,SaaS,Cloud-based HR management software,Accel Partners
Gujarat,Ahmedabad,71945,46270,149721,18,7.9,Renewable Energy,Solar panel efficiency optimizer,Matrix Partners
West Bengal,Kolkata,93322,8119,28444,49,6.95,Edtech,Gamified learning platform for kids,Lightspeed Ventures
Rajasthan,Jodhpur,23956,49570,117643,50,8.28,Fintech,AI-driven financial advisory platform,Y Combinator
Maharashtra,Mumbai,37964,20425,93541,25,7.66,FoodTech,Subscription-based organic meal plans,Y Combinator
West Bengal,Howrah,44496,17360,179976,33,6.18,Fintech,AI-driven financial advisory platform,Lightspeed Ventures
Tamil Nadu,Chennai,39129,41701,198749,22,5.76,Fintech,AI-driven financial advisory platform,Sequoia Capital
Telangana,Hyderabad,48338,43767,27102,6,3.71,Edtech,Gamified learning platform for kids,Blume Ventures
West Bengal,Kolkata,34617,3665,47916,24,8.22,Edtech,Gamified learning platform for kids,Lightspeed Ventures
Uttar Pradesh,Noida,49591,19411,61559,40,1.24,E-commerce,Online marketplace for niche products,SoftBank
Uttar Pradesh,Noida,84748,45610,89377,1,3.83,Real Estate,AI-powered property valuation tool,Sequoia Capital
Telangana,Warangal,11449,16560,114657,20,4.39,SaaS,Cloud-based HR management software,Lightspeed Ventures
Madhya Pradesh,Bhopal,13992,27686,107322,24,2.04,Logistics,Last-mile delivery optimization software,Sequoia Capital
Delhi,New Delhi,78297,46883,102216,49,9.7,Logistics,Last-mile delivery optimization software,Tiger Global
Gujarat,Surat,27487,38270,175208,30,4.73,Real Estate,AI-powered property valuation tool,Matrix Partners
Rajasthan,Udaipur,73105,37901,196105,21,3.97,SaaS,Cloud-based HR management software,General Catalyst
Karnataka,Bangalore,72064,28776,25664,37,6.68,AI/ML,Predictive analytics for businesses,Elevation Capital
Uttar Pradesh,Lucknow,73484,41428,34562,4,9.6,Renewable Energy,Solar panel efficiency optimizer,Elevation Capital
Tamil Nadu,Chennai,82868,32312,130954,13,7.1,Real Estate,AI-powered property valuation tool,Tiger Global
Uttar Pradesh,Lucknow,96967,9777,151972,27,2.06,SaaS,Cloud-based HR management software,Elevation Capital
West Bengal,Howrah,69389,47980,122452,32,7.93,Logistics,Last-mile delivery optimization software,Accel Partners
Delhi,New Delhi,42048,3622,57385,33,1.34,E-commerce,Online marketplace for niche products,Y Combinator
Maharashtra,Mumbai,23937,28610,145815,30,4.1,FoodTech,Subscription-based organic meal plans,Blume Ventures
Telangana,Hyderabad,68581,25242,92771,25,6.72,Edtech,Gamified learning platform for kids,Tiger Global
West Bengal,Kolkata,76645,17011,85662,34,7.19,Real Estate,AI-powered property valuation tool,Blume Ventures
Gujarat,Surat,32856,35037,116311,34,2.67,AI/ML,Predictive analytics for businesses,Elevation Capital
Uttar Pradesh,Lucknow,39096,39061,40528,30,9.22,Logistics,Last-mile delivery optimization software,Elevation Capital
West Bengal,Kolkata,60025,44659,171150,20,3.58,Logistics,Last-mile delivery optimization software,Elevation Capital
Maharashtra,Nagpur,59945,46213,77325,45,6.2,Renewable Energy,Solar panel efficiency optimizer,SoftBank
Karnataka,Hubli,86578,1304,75026,50,7.05,Edtech,Gamified learning platform for kids,Accel Partners
Maharashtra,Pune,20512,19471,152107,3,9.8,SaaS,Cloud-based HR management software,Tiger Global
Uttar Pradesh,Kanpur,82010,22576,192252,26,5.09,SaaS,Cloud-based HR management software,Matrix Partners
Karnataka,Hubli,33803,43671,199465,40,6.1,Edtech,Gamified learning platform for kids,Tiger Global
Tamil Nadu,Madurai,10151,9913,154116,19,2.19,Fintech,AI-driven financial advisory platform,Blume Ventures
Karnataka,Mysore,24764,40664,152959,43,3.43,FoodTech,Subscription-based organic meal plans,Y Combinator
Madhya Pradesh,Indore,94457,26149,174087,28,5.7,Logistics,Last-mile delivery optimization software,Blume Ventures
Karnataka,Mysore,38450,21009,94419,37,7.23,Logistics,Last-mile delivery optimization software,Accel Partners
Karnataka,Hubli,40068,12636,133235,39,9.81,E-commerce,Online marketplace for niche products,Lightspeed Ventures
Delhi,New Delhi,23183,10139,189933,43,1.62,Logistics,Last-mile delivery optimization software,Accel Partners
Madhya Pradesh,Bhopal,96276,11266,150668,10,9.32,Edtech,Gamified learning platform for kids,Blume Ventures
Telangana,Hyderabad,36878,26152,102724,20,9.45,Healthcare,Telemedicine platform with AI diagnosis,Tiger Global
Tamil Nadu,Madurai,25717,44686,92771,7,2.62,SaaS,Cloud-based HR management software,SoftBank
Telangana,Hyderabad,97327,17190,184726,31,1.95,Logistics,Last-mile delivery optimization software,Matrix Partners
Uttar Pradesh,Kanpur,12369,30451,109241,3,1.35,Renewable Energy,Solar panel efficiency optimizer,Y Combinator
Madhya Pradesh,Indore,95440,26020,176653,15,8.98,FoodTech,Subscription-based organic meal plans,Lightspeed Ventures
Gujarat,Vadodara,11428,3813,58773,17,6.77,Renewable Energy,Solar panel efficiency optimizer,Accel Partners
Telangana,Warangal,53023,39919,142388,7,5.41,Real Estate,AI-powered property valuation tool,Blume Ventures
Telangana,Hyderabad,17732,27805,199852,30,6.33,Real Estate,AI-powered property valuation tool,Sequoia Capital
Maharashtra,Pune,99632,49482,90384,6,9.89,E-commerce,Online marketplace for niche products,SoftBank
Tamil Nadu,Coimbatore,36450,32314,194737,44,7.89,SaaS,Cloud-based HR management software,Tiger Global
Rajasthan,Jaipur,37466,39224,161336,17,1.82,SaaS,Cloud-based HR management software,Sequoia Capital
Uttar Pradesh,Lucknow,21073,22963,108293,37,4.85,Healthcare,Telemedicine platform with AI diagnosis,Sequoia Capital
Maharashtra,Mumbai,60213,27298,192533,8,5.58,AI/ML,Predictive analytics for businesses,Matrix Partners
Uttar Pradesh,Lucknow,75216,44472,60128,22,5.23,Renewable Energy,Solar panel efficiency optimizer,Matrix Partners
Rajasthan,Jaipur,52616,5016,45954,9,4.83,Fintech,AI-driven financial advisory platform,Tiger Global
Karnataka,Hubli,64825,14729,70490,6,4.09,Logistics,Last-mile delivery optimization software,Blume Ventures
Uttar Pradesh,Noida,41656,49398,157081,17,5.12,Real Estate,AI-powered property valuation tool,Accel Partners
Uttar Pradesh,Lucknow,70654,27431,83154,20,8.49,Fintech,AI-driven financial advisory platform,Sequoia Capital
Telangana,Warangal,75857,5979,155659,28,5.51,Edtech,Gamified learning platform for kids,Tiger Global
Rajasthan,Udaipur,62048,42426,23476,28,2.76,SaaS,Cloud-based HR management software,Accel Partners
Madhya Pradesh,Indore,73377,23701,70899,18,4.62,Fintech,AI-driven financial advisory platform,Matrix Partners
Maharashtra,Pune,81244,36919,80895,34,9.85,Logistics,Last-mile delivery optimization software,Matrix Partners
Uttar Pradesh,Lucknow,71548,48088,22042,19,6.99,Logistics,Last-mile delivery optimization software,Lightspeed Ventures
Delhi,New Delhi,31554,6568,181656,22,1.27,SaaS,Cloud-based HR management software,Blume Ventures
Madhya Pradesh,Indore,58044,48738,132051,13,9.95,Fintech,AI-driven financial advisory platform,Sequoia Capital
Karnataka,Hubli,77063,34593,42478,33,1.46,Renewable Energy,Solar panel efficiency optimizer,Y Combinator
West Bengal,Kolkata,50034,22536,59461,35,2.57,Fintech,AI-driven financial advisory platform,SoftBank
Tamil Nadu,Chennai,60196,45398,159019,32,1.17,Real Estate,AI-powered property valuation tool,Y Combinator
Karnataka,Hubli,36047,44975,81743,13,4.68,Logistics,Last-mile delivery optimization software,Y Combinator
Madhya Pradesh,Indore,43145,46037,36824,29,5.06,Renewable Energy,Solar panel efficiency optimizer,Blume Ventures
Maharashtra,Pune,59379,42488,34378,44,5.6,Renewable Energy,Solar panel efficiency optimizer,General Catalyst
Madhya Pradesh,Bhopal,83514,44775,119800,14,8.38,Real Estate,AI-powered property valuation tool,Y Combinator
Karnataka,Mysore,48086,40105,97248,5,1.34,Logistics,Last-mile delivery optimization software,Y Combinator
Telangana,Warangal,16418,29498,127471,49,6.65,Healthcare,Telemedicine platform with AI diagnosis,Sequoia Capital
Maharashtra,Pune,11303,39961,113207,32,7.12,Real Estate,AI-powered property valuation tool,General Catalyst
West Bengal,Howrah,23443,44621,66868,46,9.11,Logistics,Last-mile delivery optimization software,Accel Partners
Tamil Nadu,Chennai,81792,10018,123081,12,5.75,Healthcare,Telemedicine platform with AI diagnosis,Sequoia Capital
Karnataka,Hubli,40642,9354,99915,45,7.99,Renewable Energy,Solar panel efficiency optimizer,Elevation Capital
Maharashtra,Nagpur,78627,15861,75365,32,2.65,Logistics,Last-mile delivery optimization software,Blume Ventures
Delhi,New Delhi,20427,15887,130624,45,7.09,Healthcare,Telemedicine platform with AI diagnosis,General Catalyst
Uttar Pradesh,Kanpur,47976,27416,102927,1,9.77,Healthcare,Telemedicine platform with AI diagnosis,Y Combinator
Tamil Nadu,Coimbatore,70666,23649,124150,42,9.15,Renewable Energy,Solar panel efficiency optimizer,SoftBank
Uttar Pradesh,Lucknow,74875,34817,90033,47,9.0,SaaS,Cloud-based HR management software,Blume Ventures
Gujarat,Surat,63542,11862,127258,41,5.88,Healthcare,Telemedicine platform with AI diagnosis,Tiger Global
Gujarat,Ahmedabad,35064,34239,114655,32,3.8,Real Estate,AI-powered property valuation tool,Tiger Global
Uttar Pradesh,Kanpur,84287,37785,157502,11,7.55,AI/ML,Predictive analytics for businesses,Lightspeed Ventures
Maharashtra,Nagpur,91970,12406,51597,14,6.89,E-commerce,Online marketplace for niche products,SoftBank
Delhi,New Delhi,85391,49974,55498,44,8.45,Healthcare,Telemedicine platform with AI diagnosis,SoftBank
Tamil Nadu,Chennai,38389,46024,186859,1,4.61,E-commerce,Online marketplace for niche products,Y Combinator
West Bengal,Kolkata,93700,23634,92200,20,6.59,Edtech,Gamified learning platform for kids,Blume Ventures
Uttar Pradesh,Lucknow,15192,43676,77551,18,4.57,Edtech,Gamified learning platform for kids,Tiger Global
West Bengal,Kolkata,50062,27633,58136,23,5.31,Real Estate,AI-powered property valuation tool,SoftBank
Tamil Nadu,Coimbatore,56480,5834,54177,9,1.32,Real Estate,AI-powered property valuation tool,Blume Ventures
Tamil Nadu,Madurai,65959,18179,41489,46,7.94,AI/ML,Predictive analytics for businesses,General Catalyst
Rajasthan,Udaipur,37012,39485,123399,1,1.74,Edtech,Gamified learning platform for kids,Y Combinator
Uttar Pradesh,Lucknow,17276,49423,50658,1,7.36,Fintech,AI-driven financial advisory platform,Elevation Capital
Telangana,Hyderabad,11157,46487,65717,16,4.71,Fintech,AI-driven financial advisory platform,Matrix Partners
Karnataka,Bangalore,92447,1724,89085,8,3.24,E-commerce,Online marketplace for niche products,SoftBank
Karnataka,Hubli,74716,32082,117829,47,5.83,Edtech,Gamified learning platform for kids,General Catalyst
Maharashtra,Nagpur,73198,22311,30430,19,7.49,Logistics,Last-mile delivery optimization software,Blume Ventures
Telangana,Warangal,61381,37976,147823,37,5.17,AI/ML,Predictive analytics for businesses,Y Combinator
Tamil Nadu,Madurai,64820,39128,138719,45,9.04,Fintech,AI-driven financial advisory platform,Tiger Global
Gujarat,Vadodara,83090,28389,86555,1,1.06,Fintech,AI-driven financial advisory platform,Sequoia Capital
Gujarat,Surat,17517,8423,185344,4,3.32,SaaS,Cloud-based HR management software,Elevation Capital
Telangana,Hyderabad,73841,28573,137453,1,4.32,E-commerce,Online marketplace for niche products,SoftBank
Maharashtra,Pune,81381,29348,76732,32,4.72,FoodTech,Subscription-based organic meal plans,Accel Partners
Karnataka,Hubli,26739,32422,164738,31,1.17,SaaS,Cloud-based HR management software,General Catalyst
Uttar Pradesh,Noida,96792,5286,83626,36,6.78,SaaS,Cloud-based HR management software,Elevation Capital
West Bengal,Howrah,98830,35903,151590,22,5.78,Edtech,Gamified learning platform for kids,Elevation Capital
Telangana,Hyderabad,35462,43658,85504,28,7.05,Fintech,AI-driven financial advisory platform,Tiger Global
Uttar Pradesh,Noida,28923,23345,102920,46,8.93,Logistics,Last-mile delivery optimization software,Y Combinator
Telangana,Hyderabad,90078,39939,22861,5,1.87,SaaS,Cloud-based HR management software,Lightspeed Ventures
Tamil Nadu,Madurai,63700,18762,20294,35,3.88,SaaS,Cloud-based HR management software,General Catalyst
Madhya Pradesh,Bhopal,54507,4509,90738,36,4.7,Renewable Energy,Solar panel efficiency optimizer,SoftBank
Delhi,New Delhi,10326,32340,191260,48,5.23,FoodTech,Subscription-based organic meal plans,Matrix Partners
Tamil Nadu,Madurai,55850,25232,160750,26,9.74,Healthcare,Telemedicine platform with AI diagnosis,Blume Ventures
Karnataka,Mysore,39017,49191,128785,19,4.21,Logistics,Last-mile delivery optimization software,Y Combinator
Karnataka,Bangalore,67128,35638,102217,49,9.49,Logistics,Last-mile delivery optimization software,Blume Ventures
Telangana,Hyderabad,29396,14085,87944,27,6.34,Healthcare,Telemedicine platform with AI diagnosis,General Catalyst
Delhi,New Delhi,23588,17743,143552,28,4.36,AI/ML,Predictive analytics for businesses,SoftBank
Madhya Pradesh,Indore,73831,24923,23542,9,6.46,SaaS,Cloud-based HR management software,Lightspeed Ventures
Madhya Pradesh,Indore,76060,40330,87950,13,7.04,Renewable Energy,Solar panel efficiency optimizer,Accel Partners
Tamil Nadu,Coimbatore,73940,30893,113337,34,1.17,Fintech,AI-driven financial advisory platform,SoftBank
Madhya Pradesh,Indore,33879,19435,123380,36,2.06,Real Estate,AI-powered property valuation tool,General Catalyst
Delhi,New Delhi,68118,27479,58121,39,3.04,E-commerce,Online marketplace for niche products,Matrix Partners
Gujarat,Ahmedabad,14358,5449,108819,10,8.8,Fintech,AI-driven financial advisory platform,Tiger Global
Telangana,Warangal,60721,12938,179877,13,4.76,E-commerce,Online marketplace for niche products,Tiger Global
Madhya Pradesh,Bhopal,21871,3041,54178,11,3.36,Healthcare,Telemedicine platform with AI diagnosis,General Catalyst
Telangana,Warangal,47004,31459,140554,44,1.52,E-commerce,Online marketplace for niche products,Matrix Partners
Telangana,Hyderabad,32998,9226,167838,29,2.63,Logistics,Last-mile delivery optimization software,SoftBank
Uttar Pradesh,Kanpur,56104,13532,60490,10,3.18,AI/ML,Predictive analytics for businesses,Sequoia Capital
Karnataka,Mysore,37142,37413,171020,9,1.98,E-commerce,Online marketplace for niche products,Matrix Partners
Maharashtra,Pune,24668,17878,50184,4,8.69,Renewable Energy,Solar panel efficiency optimizer,Matrix Partners
Tamil Nadu,Chennai,60154,18104,146606,24,4.33,Healthcare,Telemedicine platform with AI diagnosis,Blume Ventures
Karnataka,Hubli,50181,11568,82570,40,9.99,Healthcare,Telemedicine platform with AI diagnosis,Elevation Capital
Karnataka,Bangalore,17196,16911,158277,29,1.56,Healthcare,Telemedicine platform with AI diagnosis,SoftBank
Gujarat,Ahmedabad,77805,7134,145493,50,7.9,SaaS,Cloud-based HR management software,Lightspeed Ventures
Delhi,New Delhi,91860,34633,44229,32,6.69,E-commerce,Online marketplace for niche products,Sequoia Capital
Madhya Pradesh,Indore,77045,8935,191697,23,5.83,Fintech,AI-driven financial advisory platform,General Catalyst
Gujarat,Surat,27931,27710,69077,18,7.23,AI/ML,Predictive analytics for businesses,Lightspeed Ventures
Madhya Pradesh,Bhopal,70616,20931,179929,39,8.41,AI/ML,Predictive analytics for businesses,Blume Ventures
Tamil Nadu,Chennai,66164,45303,108581,46,9.25,E-commerce,Online marketplace for niche products,Matrix Partners
Madhya Pradesh,Indore,40276,36896,29824,1,5.28,Real Estate,AI-powered property valuation tool,General Catalyst
Gujarat,Vadodara,59042,40716,32463,20,3.47,Edtech,Gamified learning platform for kids,SoftBank
Uttar Pradesh,Lucknow,27672,15594,120408,46,8.01,Fintech,AI-driven financial advisory platform,SoftBank
Tamil Nadu,Madurai,18181,47299,54066,34,7.57,Logistics,Last-mile delivery optimization software,SoftBank
Maharashtra,Nagpur,79431,43908,105037,35,8.53,FoodTech,Subscription-based organic meal plans,Accel Partners
Gujarat,Vadodara,60373,46383,148116,18,5.3,Edtech,Gamified learning platform for kids,Y Combinator
Maharashtra,Pune,41328,12480,135022,39,5.91,Renewable Energy,Solar panel efficiency optimizer,Matrix Partners
Tamil Nadu,Madurai,73409,1799,137075,7,8.7,AI/ML,Predictive analytics for businesses,Lightspeed Ventures
Uttar Pradesh,Noida,61023,21001,117394,26,8.65,Renewable Energy,Solar panel efficiency optimizer,Y Combinator
Rajasthan,Jodhpur,23281,15361,27193,34,1.98,Healthcare,Telemedicine platform with AI diagnosis,Elevation Capital
Madhya Pradesh,Indore,18238,40488,125082,36,2.21,FoodTech,Subscription-based organic meal plans,Tiger Global
Karnataka,Mysore,55149,41353,154775,27,7.33,E-commerce,Online marketplace for niche products,Blume Ventures
Telangana,Warangal,68324,17460,198908,46,1.38,E-commerce,Online marketplace for niche products,Tiger Global
Delhi,New Delhi,54925,31656,162052,1,8.36,FoodTech,Subscription-based organic meal plans,Y Combinator
Telangana,Hyderabad,11449,44451,156712,10,9.22,AI/ML,Predictive analytics for businesses,Matrix Partners
Uttar Pradesh,Kanpur,60828,14099,104653,49,4.82,Fintech,AI-driven financial advisory platform,Lightspeed Ventures
Maharashtra,Nagpur,20315,30376,151325,5,4.02,AI/ML,Predictive analytics for businesses,Lightspeed Ventures
Rajasthan,Jodhpur,55523,46045,166507,9,9.03,FoodTech,Subscription-based organic meal plans,Blume Ventures
Delhi,New Delhi,53178,13610,151061,27,6.18,Fintech,AI-driven financial advisory platform,Blume Ventures
Tamil Nadu,Coimbatore,30922,24108,55839,29,8.0,AI/ML,Predictive analytics for businesses,Sequoia Capital
Madhya Pradesh,Indore,26566,4468,166432,50,1.05,Fintech,AI-driven financial advisory platform,Y Combinator
Telangana,Hyderabad,33788,14435,33655,50,4.06,FoodTech,Subscription-based organic meal plans,Elevation Capital
West Bengal,Howrah,70464,35565,171379,25,5.97,Real Estate,AI-powered property valuation tool,Sequoia Capital
Gujarat,Surat,32471,33632,25945,1,3.21,AI/ML,Predictive analytics for businesses,General Catalyst
Uttar Pradesh,Lucknow,26780,41980,167013,43,2.67,E-commerce,Online marketplace for niche products,Tiger Global
Uttar Pradesh,Noida,86594,26411,189717,19,6.75,Renewable Energy,Solar panel efficiency optimizer,Accel Partners
Telangana,Warangal,79693,32378,189593,22,3.27,Logistics,Last-mile delivery optimization software,Sequoia Capital
Maharashtra,Nagpur,44606,42820,85279,43,4.0,Logistics,Last-mile delivery optimization software,Accel Partners
Tamil Nadu,Chennai,84633,14959,91432,37,6.04,Real Estate,AI-powered property valuation tool,Matrix Partners
Maharashtra,Mumbai,43474,32610,193311,14,9.73,Healthcare,Telemedicine platform with AI diagnosis,Blume Ventures
Karnataka,Hubli,38622,45278,76241,6,8.2,E-commerce,Online marketplace for niche products,General Catalyst
Madhya Pradesh,Indore,51650,29875,160260,42,5.32,Healthcare,Telemedicine platform with AI diagnosis,SoftBank
Karnataka,Mysore,75982,6013,45551,3,4.8,SaaS,Cloud-based HR management software,Accel Partners
Madhya Pradesh,Bhopal,91225,34647,147140,25,6.51,Edtech,Gamified learning platform for kids,General Catalyst
Karnataka,Hubli,38239,21127,42870,50,1.66,Healthcare,Telemedicine platform with AI diagnosis,Tiger Global
Gujarat,Ahmedabad,61029,46392,124614,46,9.26,Fintech,AI-driven financial advisory platform,Y Combinator
Telangana,Hyderabad,52633,20042,151317,12,3.77,FoodTech,Subscription-based organic meal plans,Accel Partners
Karnataka,Bangalore,33319,16493,78303,3,4.75,Fintech,AI-driven financial advisory platform,Tiger Global
Uttar Pradesh,Kanpur,58099,3407,80849,32,4.21,Edtech,Gamified learning platform for kids,Tiger Global
Maharashtra,Mumbai,57498,7608,184320,38,5.43,Fintech,AI-driven financial advisory platform,Elevation Capital
Karnataka,Mysore,10184,37430,168230,50,3.85,Real Estate,AI-powered property valuation tool,General Catalyst
Tamil Nadu,Coimbatore,52542,4736,170481,32,3.02,E-commerce,Online marketplace for niche products,Tiger Global
Uttar Pradesh,Lucknow,99070,35050,181271,10,9.82,Real Estate,AI-powered property valuation tool,Elevation Capital
Maharashtra,Nagpur,62971,18592,115272,40,4.25,AI/ML,Predictive analytics for businesses,Sequoia Capital
Tamil Nadu,Coimbatore,81421,37523,136495,14,7.73,E-commerce,Online marketplace for niche products,Sequoia Capital
Madhya Pradesh,Indore,88536,25962,51556,7,3.63,FoodTech,Subscription-based organic meal plans,Tiger Global
Rajasthan,Udaipur,90028,45752,91155,36,9.18,Fintech,AI-driven financial advisory platform,Y Combinator
Gujarat,Surat,58843,41253,81617,42,1.93,Real Estate,AI-powered property valuation tool,Accel Partners
Tamil Nadu,Madurai,70330,25657,157452,45,6.36,FoodTech,Subscription-based organic meal plans,Elevation Capital
Karnataka,Hubli,26463,20279,67586,44,3.49,FoodTech,Subscription-based organic meal plans,SoftBank
Tamil Nadu,Coimbatore,75111,44717,154294,48,6.41,Healthcare,Telemedicine platform with AI diagnosis,SoftBank
Telangana,Hyderabad,11334,16053,165556,30,6.66,Real Estate,AI-powered property valuation tool,Lightspeed Ventures
West Bengal,Kolkata,66628,17818,129570,4,7.15,Fintech,AI-driven financial advisory platform,Sequoia Capital
Madhya Pradesh,Indore,51959,26096,136832,13,2.03,Renewable Energy,Solar panel efficiency optimizer,Elevation Capital
Telangana,Warangal,34171,9048,124710,44,5.69,Fintech,AI-driven financial advisory platform,SoftBank
Madhya Pradesh,Indore,49576,1828,129786,9,1.11,Edtech,Gamified learning platform for kids,SoftBank
Rajasthan,Jodhpur,83919,3230,36277,21,9.75,SaaS,Cloud-based HR management software,Y Combinator
Rajasthan,Udaipur,89064,11598,92414,26,8.14,Renewable Energy,Solar panel efficiency optimizer,Accel Partners
Tamil Nadu,Madurai,58406,39311,175113,16,9.9,Renewable Energy,Solar panel efficiency optimizer,General Catalyst
Delhi,New Delhi,49751,31118,68902,8,8.31,Healthcare,Telemedicine platform with AI diagnosis,Elevation Capital
Tamil Nadu,Madurai,55271,49468,122916,2,2.29,Healthcare,Telemedicine platform with AI diagnosis,Lightspeed Ventures
Uttar Pradesh,Noida,34073,9275,152921,26,7.9,Logistics,Last-mile delivery optimization software,Lightspeed Ventures
Rajasthan,Jodhpur,77045,42013,158058,37,4.79,Real Estate,AI-powered property valuation tool,Accel Partners
West Bengal,Howrah,68948,45737,164537,34,1.02,E-commerce,Online marketplace for niche products,Elevation Capital
Telangana,Hyderabad,43399,14199,91974,12,9.77,AI/ML,Predictive analytics for businesses,Tiger Global
Gujarat,Surat,15131,29293,119090,2,9.2,Real Estate,AI-powered property valuation tool,Blume Ventures
West Bengal,Howrah,80506,2443,41804,38,3.89,SaaS,Cloud-based HR management software,SoftBank
Karnataka,Bangalore,87563,4609,179299,42,6.19,E-commerce,Online marketplace for niche products,Sequoia Capital
Karnataka,Mysore,58142,42364,116263,44,2.47,Edtech,Gamified learning platform for kids,Matrix Partners
West Bengal,Kolkata,51103,49057,113803,37,5.26,Edtech,Gamified learning platform for kids,Y Combinator
Madhya Pradesh,Bhopal,42200,39317,106810,26,1.82,Fintech,AI-driven financial advisory platform,Elevation Capital
Rajasthan,Jaipur,91321,44599,65070,44,9.46,Renewable Energy,Solar panel efficiency optimizer,Accel Partners
